WT	<Solution 755.003 at 0x1a8cd31c3d0>
genes knocked out	BIOMASS_maintenance flux using 10% technique	time technique 1	BIOMASS_maintenance flux using total KO	time technique 2
['23464_AT1']	755.003215550663	8.06506633758545	755.003215550663	4.210140943527222
['3992_AT1']	755.003215550663	3.5856008529663086	755.003215550663	4.112527370452881
['212_AT1']	755.003215550663	4.215273380279541	755.003215550663	3.6433217525482178
['8694_AT1']	755.003215550663	4.099330902099609	755.003215550663	3.7786176204681396
['847_AT1']	755.0032155506631	3.973231554031372	755.0032155506631	3.9313547611236572
['84649_AT1']	755.003215550663	3.953481912612915	755.003215550663	4.216308116912842
['6546_AT1']	755.003215550663	8.293118000030518	755.003215550663	4.133732080459595
['6547_AT1', '6547_AT2', '6547_AT3', '6547_AT4', '6547_AT5', '6547_AT6']	755.003215550663	4.097741603851318	755.003215550663	3.7205941677093506
['54407_AT1']	755.0032155506631	3.9967517852783203	755.0032155506631	3.8125505447387695
['1716_AT1', '1716_AT2', '1716_AT3', '1716_AT4', '1716_AT5']	755.003215550663	3.734722852706909	755.003215550663	4.077568531036377
['6541_AT1']	755.003215550663	4.027720928192139	755.003215550663	3.032757520675659
['6543_AT1']	755.003215550663	4.088010787963867	755.003215550663	3.978865623474121
['6515_AT1']	755.003215550663	4.293287038803101	755.003215550663	8.647575616836548
['166785_AT1']	755.003215550663	3.9923043251037598	755.003215550663	3.234867572784424
['59272_AT1']	755.0032155506631	4.1593732833862305	755.0032155506631	4.127432584762573
['84889_AT1']	755.003215550663	3.540811538696289	755.003215550663	3.7996556758880615
['6517_AT1']	755.003215550663	3.799354076385498	755.003215550663	4.053140878677368
['81539_AT1']	755.0032155506631	4.245059251785278	755.0032155506631	3.643108367919922
['340024_AT1']	755.0032155506631	4.10849142074585	755.0032155506631	3.59136700630188
['6513_AT1']	755.003215550663	8.691454410552979	755.003215550663	3.7226524353027344
['55089_AT1']	755.003215550663	3.8976478576660156	755.003215550663	4.168123483657837
['1718_AT1']	755.003215550663	3.845344305038452	755.003215550663	3.8012325763702393
['2538_AT1']	741.4136290147615	4.357264041900635	741.4136290147615	4.345797061920166
['1581_AT1']	755.003215550663	2.7920312881469727	755.003215550663	4.086936712265015
['57818_AT1']	741.4136290147615	4.32693338394165	741.4136290147615	3.9890429973602295
['92579_AT1']	741.4136290147615	8.50099492073059	741.4136290147615	3.2819366455078125
['1373_AT1', '1373_AT2']	755.003215550663	4.135176658630371	755.003215550663	3.7289156913757324
['873_AT1']	755.003215550663	3.5552115440368652	755.003215550663	3.6470634937286377
['11254_AT1']	755.0032155506631	4.420258045196533	755.0032155506631	4.347833156585693
['57393_AT1']	755.0032155506631	3.7297885417938232	755.0032155506631	4.124223947525024
['6542_AT1']	755.003215550663	2.992659091949463	755.003215550663	4.143327713012695
['84706_AT1']	755.0032155506631	9.512569427490234	755.0032155506631	4.121373653411865
['1717_AT1']	755.003215550663	3.1622414588928223	755.003215550663	4.211940050125122
['2875_AT1']	755.0032155506631	4.3918821811676025	755.0032155506631	4.061782360076904
['123099_AT1']	755.003215550663	4.126227378845215	755.003215550663	4.1055145263671875
['10423_AT1', '10423_AT2']	754.7205381048243	4.0080647468566895	754.7205381048243	3.957972288131714
['92745_AT1']	755.0032155506632	3.8775391578674316	755.0032155506632	4.3466057777404785
['8560_AT1', '8560_AT2']	755.003215550663	4.370946407318115	755.003215550663	8.273602724075317
['10991_AT1']	755.003215550663	4.57366156578064	755.003215550663	4.325361251831055
['1040_AT1']	755.003215550663	4.009626865386963	755.003215550663	4.316265106201172
['11309_AT1']	755.003215550663	3.6440327167510986	755.003215550663	3.9443981647491455
['8760_AT1']	755.003215550663	3.8657419681549072	755.003215550663	4.185918092727661
['284273_AT1', '284273_AT2']	755.0032155506631	4.224530458450317	755.0032155506631	3.7357125282287598
['6783_AT1']	755.003215550663	3.8672590255737305	755.003215550663	8.093128204345703
['1723_AT1']	755.003215550663	4.246285915374756	755.003215550663	3.6084694862365723
['10327_AT1', '10327_AT2']	755.003215550663	4.3094494342803955	755.003215550663	4.184762001037598
['10390_AT1']	755.003215550663	4.091094493865967	755.003215550663	4.167219638824463
['56994_AT1']	755.003215550663	3.9147074222564697	755.003215550663	3.9048306941986084
['1807_AT1']	755.003215550663	4.0599493980407715	755.003215550663	4.11220908164978
['64781_AT1', '64781_AT2']	755.003215550663	4.078990697860718	755.003215550663	4.153353452682495
['1809_AT1']	755.003215550663	8.580096244812012	755.003215550663	4.16885781288147
['1808_AT1']	755.003215550663	4.084146022796631	755.003215550663	4.140056848526001
['10087_AT1']	755.003215550663	4.101859092712402	755.003215550663	4.096710920333862
['23539_AT1']	755.0032155506631	3.9747536182403564	755.0032155506631	3.97440505027771
['6565_AT1']	755.0032155506633	3.928323745727539	755.0032155506633	4.039880037307739
['9023_AT1']	755.003215550663	4.091080665588379	755.003215550663	3.441563844680786
['224_AT1']	755.003215550663	3.795779228210449	755.003215550663	8.260927677154541
['501_AT1']	755.003215550663	4.229109048843384	755.003215550663	3.7337777614593506
['2224_AT1']	755.003215550663	3.888052225112915	755.003215550663	4.00142502784729
['8854_AT1', '8854_AT2', '8854_AT3']	755.003215550663	4.184871435165405	755.003215550663	4.185655355453491
['1103_AT1', '1103_AT2', '1103_AT3', '1103_AT4']	755.003215550663	3.837167978286743	755.003215550663	4.051956415176392
['29958_AT1']	755.003215550663	4.187250852584839	755.003215550663	4.1845245361328125
['60386_AT1']	755.003215550663	4.244158029556274	755.003215550663	8.467972993850708
['223_AT1']	755.003215550663	4.210124731063843	755.003215550663	3.621854782104492
['216_AT1']	755.003215550663	4.079992055892944	755.003215550663	3.9257709980010986
['162466_AT1']	755.003215550663	3.836416006088257	755.003215550663	3.692769765853882
['84920_AT1']	755.003215550663	4.193606853485107	755.003215550663	4.15444540977478
['5130_AT1']	755.003215550663	3.724971294403076	755.003215550663	4.119116306304932
['9468_AT1']	755.003215550663	4.081369638442993	755.003215550663	8.081649780273438
['6579_AT1']	755.0032155506631	4.241365671157837	755.0032155506631	3.75506329536438
['217_AT1']	755.003215550663	4.373157739639282	755.003215550663	3.3806283473968506
['219_AT1']	755.003215550663	3.9552104473114014	755.003215550663	4.221590280532837
['79087_AT1']	755.003215550663	4.4033238887786865	755.003215550663	3.428300380706787
['239_AT1']	755.003215550663	3.839539051055908	755.003215550663	4.20883321762085
['6555_AT1']	755.003215550663	4.197736978530884	755.003215550663	3.5580642223358154
['6554_AT1']	755.003215550663	8.764235496520996	755.003215550663	4.2412261962890625
['26002_AT1']	755.003215550663	4.18530011177063	755.003215550663	3.7509782314300537
['1621_AT1']	755.003215550663	4.0963122844696045	755.003215550663	3.809718370437622
['8647_AT1']	755.003215550663	4.112253427505493	755.003215550663	3.927051305770874
